id,kcbs_competition_id,location,start_date
1888,3722,"Dalton, GA",2012-10-20
1889,3725,"Duluth, GA",2012-10-12
1890,3747,"Garnett, KS",2012-10-19
1891,3749,"Whitewater, WI",2012-09-21
1892,3751,"Idaho Falls, ID",2012-09-14
1893,3752,"Maggie Valley, NC",2013-07-26
1894,3753,"Brentwood, CA",2012-08-17
1895,3754,"Calhoun, GA",2012-11-30
1896,3755,"Mount Holly, NJ",2012-09-08
1897,3761,"Campo, CA",2012-08-10
1898,3771,"Dothan, AL",2012-10-05
1899,3772,"Vidalia, LA",2012-09-29
1900,3776,"New London, CT",2012-09-29
1901,3777,"Westport, CT",2012-09-01
1902,3778,"Tuxedo, NC",2012-10-13
1903,3779,"Lexington, NC",2013-04-26
1904,3781,"Pine Bluff, AR",2012-09-14
1905,3782,"Herington, KS",2012-09-21
1906,3783,"Grandview, MO",2013-05-03
1907,3786,"Kansas City, MO",2012-10-04
1908,3788,"Lynchburg, TN",2012-10-26
1909,3790,"Tupelo, MS",2013-03-15
1910,3792,"Summerville, GA",2013-04-05
1911,3793,"Mt. Carmel, IL",2013-04-26
1912,3795,"Nashville, TN",2012-09-29
1913,3799,"Las Vegas, NV",2012-11-01
1914,3806,"Young Harris, GA",2013-02-08
1915,3811,"Boulder City, NV",2013-05-24
1916,3812,"Whiting, IA",2013-07-03
1917,3814,"Annapolis, MD",2013-05-03
1918,3815,"Gothenburg, NE",2013-04-26
1919,3816,"Artesia, NM",2013-06-28
1920,3817,"Davenport, IA",2013-06-22
1921,3818,"West City, IL",2012-10-27
1922,3819,"Vista, CA",2012-12-14
1923,3820,"Lake Elsinore, CA",2012-12-30
1924,3821,"Wildomar, CA",2013-04-05
1925,3827,"Arcadia, CA",2012-10-27
1926,3828,"Langley, OK",2013-05-17
1927,3829,"Lakeland, FL",2013-01-25
1928,3830,"Coachella, CA",2012-12-07
1929,3831,"Cleveland, TN",2013-07-26
1930,3832,"Kennett, MO",2013-04-05
1931,3835,"Clarksburg, MD",2012-10-12
1932,3839,"Winchester, VA",2013-06-28
1933,3840,"Laughlin, NV",2012-11-09
1934,3842,"Laurie, MO",2013-08-02
1935,3843,"Fairplay, CO",2013-06-21
1936,3844,"North Bend, OR",2013-05-25
1937,3848,"Liberty, MO",2013-07-03
1938,3850,"Lake Havasu City, AZ",2013-01-25
1939,3858,"Mobile, AL",2013-03-08
1940,3859,"Tecumseh, OK",2013-06-07
1941,3860,"Hays, KS",2013-07-19
1942,3861,"Lake Placid, NY",2013-07-04
1943,3862,"Ponca City, OK",2013-09-13
1944,3863,"Benton, KY",2013-03-29
1945,3864,"Slidell, LA",2013-03-29
1946,3865,"Calhoun, GA",2013-04-26
1947,3866,"Washington, MO",2013-04-19
1948,3867,"Pueblo, CO",2013-06-07
1949,3868,"Kettering, OH",2013-07-12
1950,3869,"Bixby, OK",2013-05-03
1951,3870,"Tryon, NC",2013-06-14
1952,3871,"Fillmore, CA",2013-06-14
1953,3872,"Auburn Hills, MI",2013-06-21
1954,3959,"Mesa, AZ",2012-12-07
1955,3990,"Lake Elsinore, CA",2012-12-31
1956,4192,"Mesa, AZ",2013-02-15
1957,4199,"Tampa, FL",2013-02-15
1958,4187,"Mesa, AZ",2013-02-16
1959,3977,"Columbia, MO",2013-02-22
1960,4200,"Daphne, AL",2013-02-22
1961,3882,"Pensacola, FL",2013-03-01
1962,4211,"Baton Rouge, LA",2013-03-01
1963,4212,"Westworth Village, TX",2013-03-08
1964,3968,"N. Kansas City, MO",2013-03-15
1965,4138,"Arcadia, CA",2013-03-15
1966,4147,"Miami, OK",2013-03-15
1967,4205,"Albuquerque, NM",2013-03-15
1968,3893,"Midland, TX",2013-03-22
1969,3899,"Kearney, NE",2013-03-22
1970,3918,"Hammond, LA",2013-03-22
1971,4206,"Tucson, AZ",2013-03-22
1972,4188,"Shawnee, OK",2013-03-29
1973,4207,"Thornton, CO",2013-03-29
1974,3900,"Stillwater, OK",2013-04-05
1975,4106,"Pleasant Hill, MO",2013-04-05
1976,4208,"Salt Lake City, UT",2013-04-05
1977,4244,"Somerville, TN",2013-04-05
1978,4287,"Evansville, IN",2013-04-05
1979,4007,"Woodland, CA",2013-04-06
1980,3914,"Osage City, KS",2013-04-12
1981,3984,"Gadsden, AL",2013-04-12
1982,4027,"Columbus, MS",2013-04-12
1983,4209,"Renton, WA",2013-04-12
1984,4341,"Smithville, MO",2013-04-12
1985,3884,"Enid, OK",2013-04-19
1986,3920,"Springfield, MO",2013-04-19
1987,3952,"Winchester, TN",2013-04-19
1988,3995,"Staten Island, NY",2013-04-19
1989,3996,"Overland Park, KS",2013-04-19
1990,4028,"Kings Mountain, NC",2013-04-19
1991,4058,"Cornelia, GA",2013-04-19
1992,4104,"Salisbury, MD",2013-04-19
1993,4119,"Ames, IA",2013-04-19
1994,4210,"Las Vegas, NV",2013-04-19
1995,3939,"Victorville, CA",2013-04-20
1996,3983,"Sugar Creek, MO",2013-04-26
1997,4077,"Edwardsville, KS",2013-04-26
1998,4101,"Columbus, GA",2013-04-26
1999,4149,"Arkansas City, KS",2013-04-26
2000,4214,"Overland Park, KS",2013-04-26
2001,4237,"Rogers, AR",2013-04-26
2002,4277,"Indio, CA",2013-04-27
2003,4285,"Memphis, TN",2013-04-28
2004,4296,"Laughlin, NV",2013-05-02
2005,3874,"Fremont, WI",2013-05-03
2006,3912,"Columbia, MO",2013-05-03
2007,3917,"Lansing, KS",2013-05-03
2008,3922,"Knoxville, TN",2013-05-03
2009,3933,"Huntsville, AL",2013-05-03
2010,4041,"North Platte, NE",2013-05-03
2011,4156,"Hot Springs, AR",2013-05-03
2012,4159,"Show Low, AZ",2013-05-03
2013,4183,"St. Joseph, MO",2013-05-03
2014,4215,"St. Charles, MO",2013-05-03
2015,4268,"Brandon, MS",2013-05-03
2016,3928,"Liberty, IN",2013-05-04
2017,3936,"Fredericksburg, VA",2013-05-10
2018,3944,"Manhattan, KS",2013-05-10
2019,3945,"Waynesboro, GA",2013-05-10
2020,3961,"Ashland, MS",2013-05-10
2021,3966,"Rome, GA",2013-05-10
2022,3973,"Claremore, OK",2013-05-10
2023,4032,"Lawrence, KS",2013-05-10
2024,4070,"Long Beach, CA",2013-05-10
2025,4086,"Green Lane, PA",2013-05-10
2026,4189,"Lamar, CO",2013-05-10
2027,4201,"Knoxville, TN",2013-05-10
2028,4243,"Platte City, MO",2013-05-10
2029,4317,"Florissant, MO",2013-05-10
2030,4345,"Council Bluffs, IA",2013-05-10
2031,3902,"Chesapeake, VA",2013-05-17
2032,3923,"West Chester, OH",2013-05-17
2033,3967,"Sevierville, TN",2013-05-17
2034,3970,"Abilene, KS",2013-05-17
2035,4034,"Gainesville, GA",2013-05-17
2036,4063,"Faribault, MN",2013-05-17
2037,4076,"Middletown, DE",2013-05-17
2038,4127,"Bakersfield, CA",2013-05-17
2039,4139,"Lake of the Ozarks, MO",2013-05-17
2040,4144,"Hartselle, AL",2013-05-17
2041,4202,"Marietta, GA",2013-05-17
2042,4240,"Monroe City, MO",2013-05-17
2043,4390,"Steeleville, IL",2013-05-17
2044,4060,"Lexington, MA",2013-05-18
2045,4069,"Hoofddorp, Netherlands",2013-05-18
2046,4059,"Lewisburg, TN",2013-05-24
2047,4075,"Westmont, IL",2013-05-24
2048,4158,"Mesa , AZ",2013-05-24
2049,4267,"Brentwood, CA",2013-05-24
2050,4315,"Evans, GA",2013-05-24
2051,4012,"Rochester, NY",2013-05-25
2052,4105,"Fort Ritchie, MD",2013-05-25
2053,4131,"West Des Moines, IA",2013-05-25
2054,4298,"Snarestone Leicestershire, UK",2013-05-25
2055,3873,"Marysville, KS",2013-05-31
2056,3885,"McLouth, KS",2013-05-31
2057,3950,"Levittown, PA",2013-05-31
2058,3978,"Owatonna, MN",2013-05-31
2059,4030,"Valley, NE",2013-05-31
2060,4079,"Okemah, OK",2013-05-31
2061,4087,"Valley Center, KS",2013-05-31
2062,4100,"Memphis, TN",2013-05-31
2063,4115,"Huron, SD",2013-05-31
2064,4117,"Canon City, CO",2013-05-31
2065,4203,"N. Charleston, SC",2013-05-31
2066,4312,"Ft. Washington, MD",2013-05-31
2067,3897,"Swanzey, NH",2013-06-01
2068,3883,"Springwater, NY",2013-06-07
2069,3941,"Lincolnton, NC",2013-06-07
2070,4148,"Montello, WI",2013-06-07
2071,4301,"Mayetta, KS",2013-06-07
2072,4173,"Wynne, AR",2013-06-07
2073,4174,"Tonganoxie, KS",2013-06-07
2074,4176,"Euharlee, GA",2013-06-07
2075,4184,"Bardstown, KY",2013-06-07
2076,4218,"Asheville, NC",2013-06-07
2077,4233,"Lees Summit, MO",2013-06-07
2078,3910,"Merrimack, NH",2013-06-14
2079,3956,"Frisco, CO",2013-06-14
2080,3957,"Fredonia, KS",2013-06-14
2081,3962,"Wilson, NY",2013-06-14
2082,3997,"Chandler, OK",2013-06-14
2083,4004,"Whitewater, WI",2013-06-14
2084,4010,"Topeka, KS",2013-06-14
2085,4038,"Hernando, MS",2013-06-14
2086,4112,"Williams, AZ",2013-06-14
2087,4132,"Jeffersonville, IN",2013-06-14
2088,4137,"Blue Mountain , On",2013-06-14
2089,4146,"Frederick , MD",2013-06-14
2090,4198,"State Center, IA",2013-06-14
2091,4219,"Lexington, KY",2013-06-14
2092,4411,"Marion, IL",2013-06-14
2093,4343,"Welch, MN",2013-06-15
2094,3943,"Seymour, MO",2013-06-20
2095,3929,"Marshalltown, IA",2013-06-21
2096,3975,"Palmyra, VA",2013-06-21
2097,3988,"Quincy, IL",2013-06-21
2098,4009,"Lenexa, KS",2013-06-21
2099,4020,"Hutchinson, MN",2013-06-21
2100,4125,"Apex, NC",2013-06-21
2101,4161,"Temecula, CA",2013-06-21
2102,4224,"Indianapolis, IN",2013-06-21
2103,4305,"Brockport, NY",2013-06-21
2104,4306,"Old Orchard Beach, ME",2013-06-21
2105,4310,"Clarksville, TN",2013-06-21
2106,4073,"Washington, DC",2013-06-22
2107,3986,"Effingham, IL",2013-06-27
2108,3886,"Grafton, WI",2013-06-28
2109,3942,"Franklin, IN",2013-06-28
2110,3963,"Covington, VA",2013-06-28
2111,4128,"Mankato, MN",2013-06-28
2112,4129,"Hamburg, NY",2013-06-28
2113,4130,"Santa Clara, CA",2013-06-28
2114,4225,"Traverse City, MI",2013-06-28
2115,3891,"Rio Rancho, NM",2013-07-05
2116,4094,"Cameron, MO",2013-07-05
2117,4226,"Madison, WI",2013-07-05
2118,4279,"St. Charles, IL",2013-07-05
2119,4363,"Thayer, MO",2013-07-05
2120,4368,"Absarokee, MT",2013-07-06
2121,3931,"Greenwood, SC",2013-07-11
2122,3916,"Gettysburg, PA",2013-07-12
2123,3993,"Madelia, MN",2013-07-12
2124,4096,"Wellsville, MO",2013-07-12
2125,4157,"Holbrook, AZ",2013-07-12
2126,4177,"Santa Rosa, CA",2013-07-12
2127,4190,"North Wildwood, NJ",2013-07-12
2128,4227,"Woodbury, MN",2013-07-12
2129,4045,"Peoria, IL",2013-07-13
2130,4121,"Troy, NY",2013-07-13
2131,4362,"San Juan, PR",2013-07-13
2132,4421,"Stamford, CT",2013-07-13
2133,3889,"Warren, PA",2013-07-19
2134,3906,"Unicoi, TN",2013-07-19
2135,3926,"Laramie, WY",2013-07-19
2136,4021,"Louisa, VA",2013-07-19
2137,4044,"Waterloo, IA",2013-07-19
2138,4054,"Watertown, SD",2013-07-19
2139,4062,"Burlington, KS",2013-07-19
2141,4163,"New Palestine, IN",2013-07-19
2142,4228,"Des Moines, IA",2013-07-19
2143,4303,"Bellevue, NE",2013-07-19
2144,4309,"Comstock Park, MI",2013-07-19
2145,4367,"Galax, VA",2013-07-19
2146,3987,"Kingston, RI",2013-07-20
2147,4311,"Snohomish, WA",2013-07-20
2148,4360,"Placerville, CA",2013-07-20
2149,3901,"Mason City, IA",2013-07-26
2150,3934,"Montague, CA",2013-07-26
2151,4064,"Morton, IL",2013-07-26
2152,4067,"Windsor, VT",2013-07-26
2153,4118,"Dodge City, KS",2013-07-26
2154,4167,"Bluemont, VA",2013-07-26
2155,4249,"Lee''s Summit, MO",2013-07-26
2156,4417,"Woodlake, CA",2013-07-26
2157,3994,"Olathe, KS",2013-08-01
2158,3937,"Liberal, KS",2013-08-02
2159,4065,"Vista, CA",2013-08-02
2160,4166,"Dillard, GA",2013-08-02
2161,4229,"Rockford, IL",2013-08-02
2162,4407,"Miami, OK",2013-08-02
2163,4412,"Brainerd, MN",2013-08-02
2164,4452,"Rossville, KS",2013-08-02
2165,3999,"Woodward, OK",2013-08-09
2166,4097,"McMinnville, TN",2013-08-09
2167,4126,"Weeping Water, NE",2013-08-09
2168,4165,"Gillette, WY",2013-08-09
2169,4196,"Rochester, MN",2013-08-09
2170,4220,"Medford, NY",2013-08-09
2171,4252,"Franklin, NC",2013-08-09
2172,4282,"Bel Air, MD",2013-08-09
2173,4337,"Newaygo, MI",2013-08-09
2174,4371,"N. Tonawanda, NY",2013-08-09
2175,4398,"Brentwood, CA",2013-08-09
2176,4283,"Billings, MT",2013-08-14
2177,3888,"Conifer, CO",2013-08-16
2178,3896,"Worland, WY",2013-08-16
2179,3909,"LaPlatte, NE",2013-08-16
2180,3980,"Athens, GA",2013-08-16
2181,3985,"Huntington State Beach, CA",2013-08-16
2182,4042,"New Paltz, NY",2013-08-16
2183,4074,"Fulton, MS",2013-08-16
2184,4221,"Laurel, MD",2013-08-16
2185,4234,"Marshall, MN",2013-08-16
2186,4256,"Madison, IN",2013-08-16
2187,4281,"Excelsior Springs, MO",2013-08-16
2188,4424,"Waucoma, IA",2013-08-16
2189,4289,"Winnipeg, Manitoba, CA",2013-08-17
2190,4386,"Kansas City, KS",2013-08-17
2191,4455,"New Hope, AL",2013-08-17
2192,4356,"Overland Park, KS",2013-08-18
2193,3875,"Washington Island, WI",2013-08-23
2194,3881,"New Holland, PA",2013-08-23
2195,3890,"Lincoln, IL",2013-08-23
2196,3925,"McPherson, KS",2013-08-23
2197,3935,"Kennesaw, GA",2013-08-23
2198,3955,"Birch Run, MI",2013-08-23
2199,3991,"Amelia Island, FL",2013-08-23
2200,4023,"Albert Lea, MN",2013-08-23
2201,4080,"Liberty, MO",2013-08-23
2202,4091,"Emporia, KS",2013-08-23
2203,4092,"Nevada, IA",2013-08-23
2204,4116,"Lakeport, CA",2013-08-23
2205,4122,"Nashville, TN",2013-08-23
2206,4160,"Greer, SC",2013-08-23
2207,4162,"Campo, CA",2013-08-23
2208,4164,"Kenosha, WI",2013-08-23
2209,4222,"Richmond, VA",2013-08-23
2210,4245,"Paola, KS",2013-08-23
2211,4251,"Columbus, MS",2013-08-23
2212,4261,"Ashland, MS",2013-08-23
2213,4292,"Harrisonburg, VA",2013-08-23
2214,4293,"Bonner Springs, KS",2013-08-23
2215,4344,"Cape Girardeau, MO",2013-08-23
2216,4373,"Hill City, SD",2013-08-23
2217,4382,"Wendover, NV",2013-08-23
2218,4413,"Garden City, CO",2013-08-23
2219,4194,"Quapaw, OK",2013-08-30
2220,4238,"Parker, CO",2013-08-30
2221,4257,"Warrens, WI",2013-08-30
2222,3951,"Connersville, IN",2013-08-31
2223,4036,"Omaha, NE",2013-08-31
2224,4093,"Mesquite, NV",2013-08-31
2225,4235,"Bedford, TX",2013-08-31
2226,4350,"Calgary, Alberta, Ca",2013-08-31
2227,4415,"Westport, CT",2013-08-31
2228,3915,"Richmond, VA",2013-09-06
2229,3932,"Scott City, KS",2013-09-06
2230,4011,"Inwood, WV",2013-09-06
2231,4013,"Vermillion, SD",2013-09-06
2232,4061,"Quincy, IL",2013-09-06
2233,4068,"Montello, WI",2013-09-06
2234,4110,"Cookeville, TN",2013-09-06
2235,4308,"York, PA",2013-09-06
2236,4178,"Carrollton, KY",2013-09-06
2237,4223,"Chesapeake, VA",2013-09-06
2238,4280,"Alamosa, CO",2013-09-06
2239,4353,"Blue Springs, MO",2013-09-06
2240,4364,"Derby, KS",2013-09-06
2241,4425,"Sheridan, WY",2013-09-06
2242,4040,"Garden City, KS",2013-09-07
2243,4182,"Cresskill, NJ",2013-09-07
2244,3913,"Mears, MI",2013-09-13
2245,3924,"Grand Junction, CO",2013-09-13
2246,3949,"Decatur, AL",2013-09-13
2247,3972,"Yates Center, KS",2013-09-13
2248,4008,"Cameron Park, CA",2013-09-13
2249,4022,"Atlanta, GA",2013-09-13
2250,4031,"Worthington, MN",2013-09-13
2251,4037,"Winder, GA",2013-09-13
2252,4053,"Mission, KS",2013-09-13
2253,4141,"Millington, TN",2013-09-13
2254,4204,"Hendersonville, TN",2013-09-13
2255,4266,"Litchfield, IL",2013-09-13
2256,4369,"Floyd, VA",2013-09-13
2257,4395,"Clinton, MO",2013-09-13
2258,4428,"Leavenworth, KS",2013-09-13
2259,4107,"Harvard, MA",2013-09-14
2260,3954,"Murphysboro, IL",2013-09-19
2261,4370,"St. Leon, IN",2013-09-19
2262,3880,"Salisbury, NC",2013-09-20
2263,4384,"Russell, KS",2013-09-20
2264,4052,"Dover, DE",2013-09-20
2265,4170,"Plymouth, IN",2013-09-20
2266,4191,"Spearfish, SD",2013-09-20
2267,4195,"Clarence, NY",2013-09-20
2268,4232,"Kearney, MO",2013-09-20
2269,4304,"Des Moines, IA",2013-09-20
2270,4316,"Fayetteville, AR",2013-09-20
2271,4358,"Shenandoah, VA",2013-09-20
2272,4403,"Coalville, UT",2013-09-20
2273,4057,"Cleveland, GA",2013-10-25
2274,4446,"Fort Mills, SC",2013-09-20
2275,4486,"Tunica, MS",2013-09-20
2276,4071,"Telluride, CO",2013-09-21
2277,4231,"Seaside Heights, NJ",2013-09-21
2278,3930,"Hermann, MO",2013-09-27
2279,3974,"Vidalia, LA",2013-09-27
2280,3981,"Dothan, AL",2013-09-27
2281,3998,"Woodbury, TN",2013-09-27
2282,4108,"Jonesboro, AR",2013-09-27
2283,4120,"Danville, IL",2013-09-27
2284,4124,"Xenia, OH",2013-09-27
2285,4216,"Overland Park, KS",2013-09-27
2286,4248,"Omaha, NE",2013-09-27
2287,4250,"Owensboro, KY",2013-09-27
2288,4318,"Shawnee, KS",2013-09-27
2289,4400,"Laughlin, NV",2013-09-27
2290,4422,"Appleton City, MO",2013-09-27
2291,4366,"Marietta, GA",2013-09-28
2292,4404,"New London, CT",2013-09-28
2293,4335,"Kansas City, MO",2013-10-03
2294,4336,"Kansas City, MO",2013-10-03
2295,3921,"Springfield, KY",2013-10-04
2296,3964,"Dana Point, CA",2013-10-04
2297,4066,"Harrisburg, PA",2013-10-04
2298,4357,"Earlington, KY",2013-10-04
2299,4381,"Alma, AR",2013-10-04
2300,4385,"Corinth, MS",2013-10-04
2301,4423,"Laurens, SC",2013-10-04
2302,4427,"Atlantic City, NJ",2013-10-05
2303,4512,"Nashville, TN",2013-10-05
2304,3940,"Centralia, MO",2013-10-11
2305,3969,"Sand Springs, OK",2013-10-11
2306,4043,"Lyons, GA",2013-10-11
2307,4056,"DeSoto, KS",2013-10-11
2308,4090,"Greenfield, MA",2013-10-11
2309,4098,"Fort Bliss, TX",2013-10-11
2310,4123,"Rocky Mount, NC",2013-10-11
2311,4168,"Waxhaw, NC",2013-10-11
2312,4169,"Cullman, AL",2013-10-11
2313,4217,"Midwest City, OK",2013-10-11
2314,4290,"Topeka, KS",2013-10-11
2315,4334,"Clarksburg, MD",2013-10-11
2316,4351,"Arthur, IL",2013-10-11
2317,4410,"Rome, GA",2013-10-12
2318,4478,"Cottonwood, AZ",2013-10-12
2319,3971,"Munfordville, KY",2013-10-18
2320,4055,"Parsons, KS",2013-10-18
2321,4095,"Libertyville, IL",2013-10-18
2322,4099,"Nelsonville, OH",2013-10-18
2323,4230,"Bentonville, AR",2013-10-18
2324,4262,"Woodstock, VA",2013-10-18
2325,4278,"Independence, MO",2013-10-18
2326,4333,"Poteau, OK",2013-10-18
2327,4338,"Garnett, KS",2013-10-18
2328,4387,"Prescott Valley, AZ",2013-10-18
2329,4397,"Lancaster, CA",2013-10-18
2330,4474,"Smithville, MO",2013-10-18
2331,4078,"Fort Smith, AR",2013-10-19
2332,3953,"Fort Gibson, OK",2013-10-25
2333,3976,"Osawatomie, KS",2013-10-25
2334,4274,"Butler, MO",2013-10-25
2335,4438,"Lynchburg, TN",2013-10-25
2336,4297,"Laughlin, NV",2013-10-31
2337,4019,"Shelby, NC",2013-11-01
2338,4082,"Harrison, AR",2013-11-01
2339,4383,"Las Vegas, NV",2013-11-07
2340,4402,"St. James, MO",2013-11-08
2341,4085,"Cumming, GA",2013-11-15
2342,4401,"Charleston, SC",2013-11-15
2343,4419,"Lakeland, FL",2013-11-15
2344,4114,"Plant City, FL",2013-11-22
2345,4035,"Demopolis, AL",2013-12-06
2346,4134,"Calhoun, GA",2013-12-06
2347,4342,"LaQuinta, CA",2013-12-06
2348,4529,"Las Vegas, NV",2013-12-13
2349,4533,"Lake Elsinore, CA",2013-12-27
2350,4534,"Lake Elsinore, CA",2013-12-28
2351,4572,"Lakeland, FL",2014-01-23
2352,4487,"Young Harris, GA",2014-02-07
2353,4497,"San Juan, PR",2014-02-21
2354,4878,"Indio, CA",2014-02-21
2355,4925,"Tampa, FL",2014-02-21
2356,4458,"Huntsville, TX",2014-02-27
2357,4802,"Havasu Landing, CA",2014-02-28
2358,4926,"Daphne, AL",2014-02-28
2359,4485,"Pensacola, FL",2014-03-07
2360,4906,"San Marcos, TX",2014-03-07
2361,4931,"Baton Rouge, LA",2014-03-07
2362,4466,"Tupelo, MS",2014-03-14
2363,4638,"Bainbridge, GA",2014-03-14
2364,4665,"Miami, OK",2014-03-14
2365,4666,"Miami, OK",2014-03-14
2366,4834,"N. Kansas City, MO",2014-03-14
2367,4932,"Fort Worth, TX",2014-03-14
2368,4667,"Miami, OK",2014-03-15
2369,4670,"Hammond, LA",2014-03-21
2370,4888,"Arcadia, CA",2014-03-21
2371,4943,"Tucson, AZ",2014-03-21
2372,4809,"Atmore, AL",2014-03-27
2373,4444,"Shawnee, OK",2014-03-28
2374,4506,"Ashburn, GA",2014-03-28
2375,4785,"London, KY",2014-03-28
2376,4944,"Sacramento, CA",2014-03-28
2377,4449,"Summerville, GA",2014-04-03
2378,4744,"Evansville, IN",2014-04-03
2379,4493,"Gulfport, MS",2014-04-04
2380,4507,"Somerville, TN",2014-04-04
2381,4514,"Kennett, MO",2014-04-04
2382,4519,"Cedar Park, TX",2014-04-04
2383,4560,"Stillwater, OK",2014-04-04
2384,4650,"Pleasant Hill, MO",2014-04-04
2385,4874,"Lanexa, VA",2014-04-04
2386,4945,"Renton, WA",2014-04-04
2387,4361,"Harrington, DE",2014-04-11
2388,4456,"Washington, MO",2014-04-11
2389,4503,"Enid, OK",2014-04-11
2390,4521,"Smithville, MO",2014-04-11
2391,4690,"Osage City, KS",2014-04-11
2392,4705,"Staten Island, NY",2014-04-11
2393,4905,"Winston-Salem, NC",2014-04-11
2394,4946,"Salt Lake City, UT",2014-04-11
2395,4962,"Gadsden, AL",2014-04-11
2396,4612,"Winchester, TN",2014-04-18
2397,4659,"Cornelia, GA",2014-04-18
2398,4699,"Kings Mountain, NC",2014-04-18
2399,4947,"Denver, CO",2014-04-18
2400,4475,"Overland Park, KS",2014-04-25
2401,4480,"Calhoun, GA",2014-04-25
2402,4656,"Mt. Carmel, IL",2014-04-25
2403,4673,"Lexington, NC",2014-04-25
2404,4685,"Monroe, WA",2014-04-25
2405,4751,"Gothenburg, NE",2014-04-25
2406,4782,"Boone, IA",2014-04-25
2407,4831,"Midland, TX",2014-04-25
2408,4838,"Edwardsville, KS",2014-04-25
2409,4948,"Las Vegas, NV",2014-04-25
2410,4591,"Mesquite, NV",2014-04-26
2411,4783,"Boone, IA",2014-04-26
2412,5024,"Memphis, TN",2014-04-26
2413,5037,"Laughlin, NV",2014-05-01
2414,4500,"Lucedale, MS",2014-05-02
2415,4524,"Annapolis, MD",2014-05-02
2416,4563,"Hot Springs, AR",2014-05-02
2417,4564,"Grandview, MO",2014-05-02
2418,4592,"Huntsville, AL",2014-05-02
2419,4628,"Fremont, WI",2014-05-02
2420,4646,"Lansing, KS",2014-05-02
2421,4691,"Show Low, AZ",2014-05-02
2422,4730,"Bixby, OK",2014-05-02
2423,4739,"Columbia, MO",2014-05-02
2424,4740,"Elk Grove, CA",2014-05-02
2425,4791,Nassau Bahamas,2014-05-02
2426,4843,"St. Joseph, MO",2014-05-02
2427,4893,"North Platte, NE",2014-05-02
2428,4895,"Brandon, MS",2014-05-02
2429,4933,"Overland Park, KS",2014-05-02
2430,4969,"Lake Elsinore, CA",2014-05-02
2431,4579,"Liberty, IN",2014-05-03
2432,4694,"Ridgefield, CT",2014-05-03
2433,4462,"Kannapolis, NC",2014-05-09
2434,4552,"Springfield, MO",2014-05-09
2435,4556,"Ashland, MS",2014-05-09
2436,4558,"Salisbury, MD",2014-05-09
2437,4566,"Lawrence, KS",2014-05-09
2438,4574,"Waynesboro, GA",2014-05-09
2439,4635,"Fredericksburg, VA",2014-05-09
2440,4661,"Rome, GA",2014-05-09
2441,4728,"Claremore, OK",2014-05-09
2442,4731,"Long Beach , CA",2014-05-09
2443,4735,"Green Lane, PA",2014-05-09
2444,4793,"Lamar, CO",2014-05-09
2445,4903,"Council Bluffs, IA",2014-05-09
2446,4934,"St. Charles, MO",2014-05-09
2447,4682,"Kapermolenpark, Hasselt, Be",2014-05-10
2448,4701,"Gardner, MA",2014-05-10
2449,4490,"Langley, OK",2014-05-16
2450,4573,"Chesapeake, VA",2014-05-16
2451,4576,"Sevierville, TN",2014-05-16
2452,4611,"Bakersfield, CA",2014-05-16
2453,4702,"Falcon Heights, MN",2014-05-16
2454,4723,"Abilene, KS",2014-05-16
2455,4798,"West Chester, OH",2014-05-16
2456,4814,"Platte City, MO",2014-05-16
2457,4857,"Hartselle, AL",2014-05-16
2458,5056,"Kimberling City, MO",2014-05-16
2459,4748,"Monroe City, MO",2014-05-17
2460,4488,"Boulder City, NV",2014-05-23
2461,4712,"Evans, GA",2014-05-23
2462,4927,"Hendersonville, TN",2014-05-23
2463,5003,"Westmont, IL",2014-05-23
2464,4593,"Rochester, NY",2014-05-24
2465,4595,"Westmont, IL",2014-05-24
2466,4596,"North Bend, OR",2014-05-24
2467,4622,"Snarestone Leicestershire, UK",2014-05-24
2468,4649,"Mound City, KS",2014-05-24
2469,4764,"West Des Moines, IA",2014-05-24
2470,4835,"Lewisburg, TN",2014-05-24
2471,4520,"Knoxville, TN",2014-05-30
2472,4527,"Owatonna, MN",2014-05-30
2473,4583,"Snow Hill, MD",2014-05-30
2474,4662,"Valley, NE",2014-05-30
2475,4928,"Marietta, GA",2014-05-30
2476,5005,"Missoula, MT",2014-05-30
2477,5030,"Canon City, CO",2014-05-30
2478,4613,"Swanzey, NH",2014-05-31
2479,4537,"McLouth, KS",2014-06-06
2480,4698,"Montello, WI",2014-06-06
2481,4711,"Valley Center, CA",2014-06-06
2482,4713,"Huron, SD",2014-06-06
2483,4720,"Lincolnton, NC",2014-06-06
2484,4804,"Lee''s Summit, MO",2014-06-06
2485,4833,"Ft. Washington, MD",2014-06-06
2486,4854,"Pueblo, CO",2014-06-06
2487,4871,"Bardstown, KY",2014-06-06
2488,4909,"Levittown, PA",2014-06-06
2489,4950,"N. Charleston, SC",2014-06-06
2490,4956,"Marysville, KS",2014-06-06
2491,4958,"Okemah, OK",2014-06-06
2492,4975,"Eurharlee, GA",2014-06-06
2493,4983,"Mayetta, KS",2014-06-06
2494,5058,"St. Joseph, MO",2014-06-06
2495,4631,"Hoofddorp, Ne",2014-06-07
2496,4548,"Brimfield, IL",2014-06-13
2497,4598,"Wynne, AR",2014-06-13
2498,4629,"Miles City, MT",2014-06-13
2499,4750,"Williams, AZ",2014-06-13
2500,4758,"Fillmore, CA",2014-06-13
2501,4760,"Tryon, NC",2014-06-13
